Judul,Isi,Tanggal,Kategori
"Tak Lagi BUMN, Bulog Bakal Jadi Badan Otonom di Bawah Presiden","Direktur Utama Perum Bulog Wahyu Suparyono mengatakan Bulog akan diubah menjadi badan otonom yang berada langsung di bawah presiden. Dengan begitu, Bulog tidak akan lagi berstatus sebagai Badan Usaha Milik Negara (BUMN).
""Nanti Bulog jadi lembaga pemerintahan lainnya, di bawah presiden. Enggak (berstatus BUMN lagi) dong,"" katanya di Kompleks MPR/DPR, Senayan, Jakarta, Selasa (5/11).
Menurutnya, Bulog akan sama seperti Badan Gizi Nasional yang berada langsung di bawah presiden. Ia pun membantah kabar bahwa Bulog akan berada di bawah Kementerian Pertanian (Kementan).
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
""Kurang lebih (seperti Badan Gizi). Saya tidak ada perintah (di bawah Kementan). Saya diminta Pak Presiden menyiapkan transformasi kelembagaan,"" katanya.

Menurutnya, transformasi Bulog nantinya akan diatur dalam Keputusan Presiden (Keppres).
Wahyu bercerita ia memang diminta khusus oleh Prabowo untuk memimpin BUMN pangan tersebut, menggantikan posisi Bayu Krisnamurthi. Pada 28 Agustus lalu, ia ditelepon Prabowo yang saat itu masih menjadi presiden terpilih.
""Pak Prabowo secara khusus telepon saya 28 Agustus, Mas Wahyu masuk Bulog, benerin semua. (Saya bilang) 'siap presiden terpilih',"" kata Wahyu.
Ia mengatakan Prabowo memberikannya tugas untuk menyukseskan swasembada pangan. Apalagi Wahyu pernah menjabat sebagai direktur operasional Bulog.

""Saya diminta Pak Presiden Prabowo kalau konkretnya persiapan transisi secara khusus saya diperintahkan 'Mas Wahyu, transformasi kelembagaan Bulog. Mas Wahyu pernah direktur operasional, tugas khusus swasembada pangan',"" imbuhnya.
Wahyu memang bukanlah orang baru di lingkungan BUMN. Ia pernah menempati posisi Direktur Utama Asabri pada 2020. Pada 2017-2020, ia pernah menjabat sebagai Direktur Utama PT Dok dan Perkapalan Kodja Bahari (Persero). Jabatan terakhir sebelum diangkat menjadi direktur utama Asabri.
Lalu, pada 2016-2017, ia juga pernah menjabat sebagai Direktur SDM dan Umum Perum Bulog. Di mana, sebelumnya, pada 2015-2018 ia ditetapkan sebagai Komisaris Utama PT Jasa Prima Logistik (JPL) Bulog.
Pria kelahiran 17 Oktober di Magelang ini juga pernah menjadi Direktur Operasional dan Pelayanan Publik Perum Bulog pada 2015-2016, dan tercatat juga sebagai Direktur Utama PT Perusahaan Perdagangan Indonesia pada 2014-2015.
[Gambas:Video CNN]","Selasa, 05 Nov 2024 20:46 WIB",Kategori tidak ditemukan
"Kebijakan Hapus Utang Tak Berlaku Buat Semua UMKM, Apa Kriterianya?","Menteri Usaha Mikro, Kecil, dan Menengah (UMKM) Maman Abdurrahman menekankan kebijakan hapus utang macet di masa lalu tidak diberikan ke seluruh pelaku UMKM, termasuk petani dan nelayan di Indonesia.
""Tidak semua pelaku UMKM kita hapuskan utang piutangnya, ini (buat) memang betul-betul tidak bisa tertolong kembali,"" kata Maman di Istana Kepresidenan Jakarta, Selasa (5/11).
Maman menegaskan kebijakan itu hanya menyasar para pelaku UMKM, nelayan, petani yang terdata sementara di mana jumlahnya kurang lebih 1 juta orang.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Satu jutaan orang itu merupakan pelaku UMKM di bidang perikanan dan pertanian yang terpuruk akibat dampak dari pandemi covid-19) hingga bencana alam.

Maman pun merinci kebijakan ini hanya untuk para pelaku UMKM, nelayan, dan petani yang berutang Rp500 juta bagi badan usaha, serta Rp300 juta untuk utang perseorangan.
Ia menyebut hapus buku dan hapus tagih utang lama UMKM adalah bagian dari stimulus pemerintah. Kebijakan ini dilakukan demi memastikan kegiatan ekonomi bisa berputar kembali.
""Jadi ini yang memang yang betul-betul sudah tidak memiliki kemampuan lagi, dan itu rentangnya sekitar 10 tahunan,"" ujarnya.

Presiden Prabowo Subianto resmi menghapus utang masa lalu UMKM, termasuk petani dan nelayan. Kebijakan itu tertuang dalam PP Nomor 47 Tahun 2024 yang diteken pada hari ini, Selasa (5/11).
Prabowo menyebut keputusan itu ia ambil usai mendengar banyak aspirasi dari kelompok tani hingga UMKM. Ia berharap kebijakan itu dapat membantu rakyat khususnya produsen yang bekerja di bidang pertanian UMKM dan nelayan yang merupakan produsen pangan.
Adapun perihal hal-hal teknis seperti persyaratan untuk penghapusan kredit atau utang macet akan didetailkan melalui aturan di kementerian/lembaga terkait.
[Gambas:Video CNN]
","Selasa, 05 Nov 2024 20:22 WIB",Kategori tidak ditemukan
"1,3 Juta Ha Lahan Terlantar Bisa Buat Bangun 3 Juta Rumah Prabowo","Menteri ATR/ Kepala BPN Nusron Wahid mengungkapkan negara punya 1,3 juta hektare (ha) tanah terlantar yang bisa digunakan untuk membangun 3 juta rumah.
""Kalau kami (ATR/BPN) itu punya tanah terlantar, potensi terlantar selama 5 tahun ke depan ini 1,3 juta hektare. Banyak kan? Kalau dibuat kuburan muat berapa orang itu,"" ungkapnya di Kementerian ATR/BPN, Jakarta Selatan, Selasa (5/11).
""Cuma kita belum tahu apakah 1,3 juta hektare ini ada berapa yang cocok untuk perumahan. Kan enggak mungkin bekas kebun kelapa sawit dipakai untuk rumah. Tanah itu kita pasti carikan lokasi yang bagus, yang bisa layak untuk tempat tinggal,"" imbuh Nusron.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Ia paham bahwa Presiden Prabowo Subianto memiliki program membangun 3 juta rumah per tahun. Rinciannya, 2 juta rumah di desa dan 1 juta apartemen di perkotaan.

Program tersebut ditugaskan kepada Menteri Perumahan dan Kawasan Permukiman Maruarar Sirait. Nusron menyebut Menteri Ara telah menanyakan kepada ATR/BPN soal potensi tanah terlantar tersebut untuk didirikan rumah.
""Bagaimana legalisasinya? Kalau itu sepanjang sudah masuk kategori tanah terlantar, itu masuk tanah negara. Tinggal nanti negara memberikan hak pengelolaan (HPL). Kepada siapa, kita bisa serahkan kepada land bank (Badan Bank Tanah),"" jelasnya.
""Nanti pembangunan rumahnya menggunakan hak di atas hak, yaitu hak guna bangunan (HGB) di atas HPL. (Masyarakat pembeli rumah dapat HGB bukan SHM?) ya namanya tanah, nanti dapatnya HGB,"" tegas Nusron.

Nusron menegaskan tanah terlantar itu tidak termasuk lahan sitaan koruptor. Ia menyebut lahan di ATR/BPN adalah eks HGB dan hak guna usaha (HGU) yang sudah selesai penggunaannya.
""Ketika (HGU/HGB) gak diperpanjang itu masuk kategori tanah terlantar. Kemudian, diserahkan kepada orang lain atau pihak yang membutuhkan,"" tutupnya.
[Gambas:Video CNN]
","Selasa, 05 Nov 2024 19:59 WIB",Kategori tidak ditemukan
"2,9 Juta Ton Beras Impor Banjiri RI per Oktober 2024","Perum Bulog mencatat 2,9 juta ton beras impor telah masuk ke Indonesia per Oktober 2024. Beras impor berasal dari Kamboja, Myanmar, Pakistan, Thailand, dan Vietnam.
""Beras impor kami ambil dari berbagai negara dan melalui proses tender,"" kata Direktur Utama Bulog Wahyu Suparyono dalam rapat kerja dengan Komisi IV DPR, Selasa (5/11).
Wahyu merinci beras impor dari Kamboja sebanyak 22.500 ton, Myanmar 451.468 ton, Pakistan 388.675 ton, Thailand 1,04 juta ton, dan Vietnam 1,02 juta ton.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Ia menjelaskan beras impor 2,9 juta ton beras impor itu merupakan gabungan dari 3,6 juta ton penugasan tahun ini dan carry over tahun lalu.

Sementara sisanya, sambung Wahyu, akan ada sekitar 1 juta ton beras impor yang akan masuk hingga akhir tahun ini. Hal itu senada dengan pernyataan Menteri Koordinator Pangan Zulkifli Hasan (Zulhas).
""Impor termasuk carry over tahun lalu. (1 juta bakal masuk) termasuk carry over. Sekarang sedang proses, harus masuk di Desember pertengahan,"" imbuhnya.
Sebelumnya, Zulhas mengatakan akan ada 1 juta ton beras impor yang akan masuk. Rinciannya 150 ribu ton akan tiba di Indonesia dalam waktu dekat, sedangkan 850 ribu ton akan coba dikejar sampai akhir tahun ini.
Beras impor akan digunakan untuk Cadangan Beras Pemerintah (CBP) yang ditargetkan sebanyak 2 juta ton akhir tahun ini.
""Ya memang sekarang sekurang-kurangnya 2 juta ton (di akhir tahun 2024), yang belum itu 850 ribu ton. Ya tentu ini akan dikejar, kalau bisa tahun ini selesai, 850 ribu ton itu bisa masuk semua,"" kata Zulhas saat melakukan peninjauan di gudang beras Bulog Sunter Timur, Jakarta Utara, dikutip CNBC, Senin (4/11).
[Gambas:Video CNN]","Selasa, 05 Nov 2024 19:28 WIB",Kategori tidak ditemukan
Waspada Tawaran Pelunasan Utang Pinjol Agar Tak Makin Terpuruk,"Satuan Tugas Pemberantasan Aktivitas Keuangan Ilegal (Satgas PASTI) mengingatkan masyarakat untuk waspada terhadap tawaran pelunasan utang pinjaman online (pinjol) yang justru merugikan para korban.
""Pihak tersebut menawarkan kepada para korban untuk melunasi utang pada pinjaman online sebelumnya dengan cara membantu mengajukan utang baru di pinjaman online lainnya,"" ujar Sekretariat Satgas PASTI Hudiyanto dalam keterangan resmi, Selasa (5/11).
Tawaran itu mengklaim akan mengurus dan menyelesaikan seluruh utang pinjol korban. Namun, setelah korban menyerahkan sejumlah dana sebagai imbal jasa, penyelesaian utang yang dijanjikan ternyata tidak terpenuhi, sehingga korban terjebak dalam lingkaran utang yang semakin besar.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
""Pada kenyataannya, pihak tersebut tidak memenuhi tawaran yang telah dijanjikan, sehingga utang korban tidak terselesaikan dan justru semakin bertambah banyak dengan adanya utang baru,"" ujarnya.

Karenanya, Satgas PASTI mengimbau masyarakat agar tidak tergiur dengan tawaran pelunasan utang ini, yang hanya akan memperparah kondisi keuangan para korban.
Masyarakat disarankan untuk menghubungi pihak berwenang atau lembaga keuangan resmi yang berlisensi jika membutuhkan bantuan terkait pengelolaan utang, daripada mempercayai pihak-pihak tak resmi yang berpotensi menipu.
Sejak berdiri pada 2017, hingga 30 September 2024, Satgas telah menghentikan 11.398 entitas keuangan ilegal. Dari jumlah tersebut, 1.528 merupakan entitas investasi ilegal, 9.610 terkait pinjaman online ilegal atau pinpri, dan 251 entitas gadai ilegal.

Untuk itu, Satgas PASTI mengimbau masyarakat agar selalu berhati-hati dan tidak menggunakan layanan pinjol atau pinpri ilegal, mengingat risiko besar, termasuk penyalahgunaan data pribadi.
Masyarakat juga diminta untuk lebih waspada terhadap penawaran investasi yang beredar di media sosial, terutama Telegram, yang kerap digunakan sebagai saluran oleh pelaku penipuan dengan modus impersonation.
[Gambas:Video CNN]

","Selasa, 05 Nov 2024 19:03 WIB",Kategori tidak ditemukan
PNM Peduli Wujudkan Cinta Puspa dan Satwa,"Permodalan Nasional Madani (PNM) melalui PNM Peduli sebagai bagian Tanggung Jawab Sosial dan Lingkungan (TJSL) terus berupaya melestarikan puspa dan satwa nasional. Hingga Oktober 2024, PNM melakukan penanaman 286.461 pohon dari berbagai jenis, termasuk terumbu karang.
Keberhasilan berbagai program PNM Peduli dalam aspek keanekaragaman hayati tak terlepas dari berkat kolaborasi dengan berbagai pihak untuk mendukung komitmen yang sejalan dengan fokus PNM, yaitu membantu mencapai 17 indikator Sustainable Development Goals (SDGs) dan bagian dari implementasi ESG Perusahaan.
Untuk itu, Direktur Utama PNM Arief Mulyadi mengajak seluruh masyarakat untuk merayakan Hari Cinta Puspa dan Satwa Nasional yang jatuh setiap 5 November, antara lain melalui aktifitas pengelolaan sumber daya alam dan lingkungan yang berkelanjutan.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
""Ikhtiar kami untuk membantu menyukseskan komitmen pemerintah dalam pengurangan emisi karbon. Tapi lebih dari itu, beberapa jenis tanaman kami tanam memberi dampak bagi ekonomi keluarga prasejahtera,"" kata Arief.
Adapun tanaman pangan yang telah ditanam PNM itu termasuk yang bisa langsung dimanfaatkan hasilnya, seperti bibit buah-buahan dan cabai. Selain itu, masih ada beberapa pohon lain dapat menjadi sumber penghasilan tambahan masyarakat sekitar.
""Hasil panen dari pohon buah dan sayur ataupun pohon kayu-kayuan dapat dikonsumsi oleh warga. Jika hasil panen melimpah ruah bisa dijual, jadi pemasukan tambahan juga. Produk jualan nasabah PNM Mekaar yang ada di lokasi penanaman jadi bisa lebih variatif,"" papar Arief.
Sebagai lembaga negara yang bertugas memberikan pembiayaan dan pendampingan berkelanjutan terhadap perempuan prasejahtera pelaku UMKM agar lebih berdaya. Pembiayaan dan pendampingan secara berkesinambungan ini yang menjadi pembeda PNM dengan lembaga pembiayaan lain.
","Selasa, 05 Nov 2024 18:58 WIB",Kategori tidak ditemukan
Daftar 3 Lapangan Usaha Paling Banyak Buka Lowongan,"Badan Pusat Statistik (BPS) mencatat ada tiga lapangan usaha yang paling banyak membuka lowongan per Agustus 2024. Hal ini tercermin dari penyerapan tenaga kerja yang dilakukan selama periode tersebut.
Berdasarkan data BPS, ketiga lapangan usaha itu adalah pertanian, kehutanan, dan perikanan; perdagangan besar dan eceran, reparasi dan perawatan mobil dan sepeda motor; serta industri pengolahan.
""Tiga lapangan usaha dengan jumlah tenaga kerja terbanyak adalah pertanian, perdagangan dan industri pengolahan,"" ujar Plt. Kepala BPS Amalia Adininggar Widyasanti dalam konferensi pers, Selasa (5/11).
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Pertanian, kehutanan dan perikanan berhasil menyerap tenaga kerja sebanyak 1,31 juta orang. Lalu, perdagangan besar dan eceran, reparasi dan perawatan mobil dan sepeda motor berhasil menyerap 780 ribu orang.

Lalu, lapangan usaha Industri Pengolahan selama setahun terakhir berhasil menyerap sebanyak 660 ribu orang.
Sementara, lapangan usaha paling sedikit menyerap tenaga kerja adalah pengadaan listrik dan gas yang hanya menyerap 40 ribu orang, serta treatment air, sampah dan daur ulang hanya menyerap 70 ribu orang.
Secara umum, BPS mencatat penduduk yang masuk dalam kategori angkatan kerja sebanyak 4,40 juta orang. Namun, yang bekerja hanya 4,79 juta orang dan sisanya 7,47 juta orang menganggur hingga periode Agustus 2024.
Sementara, untuk rata-rata upah buruh per Agustus 2024 tercatat sebesar Rp3,27 juta per bulan. Angka ini naik 2,81 persen dari sebelumnya Rp3,18 juta per bulan pada Agustus 2023.
[Gambas:Video CNN]","Selasa, 05 Nov 2024 18:31 WIB",Kategori tidak ditemukan
Prabowo Resmi Hapus Utang Macet UMKM,"Presiden Prabowo Subianto resmi menghapus utang macet di masa lalu UMKM, petani dan nelayan di Indonesia. Kebijakan itu tertuang dalam PP Nomor 47 Tahun 2024 yang diteken pada hari ini, Selasa (5/11).
""Saya akan menandatangani PP nomor 47 Tahun 2024 tanggal 5 November 2024 tentang Penghapusan Piutang macet kepada usaha mikro kecil dan mencegah dalam bidang pertanian perkebunan peternakan perikanan dan kelautan serta UMKM lainnya,"" kata Prabowo di Istana Merdeka Jakarta, Selasa (5/11).
Prabowo menyebut keputusan itu ia ambil usai mendengar banyak aspirasi dari kelompok tani hingga UMKM. Ia berharap kebijakan itu dapat membantu rakyat, khususnya produsen yang bekerja di bidang pertanian UMKM dan nelayan yang merupakan produsen pangan.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
""Mereka dapat meneruskan usaha-usaha mereka, dan mereka bisa lebih berdaya guna untuk bangsa dan negara,"" kata dia.

Adapun perihal hal-hal teknis seperti persyaratan untuk penghapusan kredit atau utang macet akan didetailkan melalui aturan di kementerian/lembaga terkait.
Prabowo pun berdoa agar seluruh petani dan nelayan UMKM di seluruh Indonesia dapat bekerja dengan tenang pasca aturan itu diterbitkan.
""Dan dengan keyakinan bahwa rakyat Indonesia menghormati dan menghargai para produsen pangan yang sangat penting bagi kehidupan bangsa dan negara,"" ujar Prabowo.

Sebelumnya, Kepala Eksekutif Pengawas Perbankan Otoritas Jasa Keuangan (OJK) Dian Ediana Rae mengatakan kerugian yang ditanggung oleh bank-bank milik negara maupun lembaga jasa keuangan (LJK) non-BUMN tidak termasuk kerugian negara jika mengacu Undang Undang Pengembangan dan Penguatan Sektor Keuangan (UU P2SK).
Ia menjelaskan bagi bank-bank swasta atau non-BUMN mungkin telah terbiasa melakukan penghapusan utang. Namun, hal ini tergolong baru bagi BRI Cs.
Karena itu, OJK berharap agar rancangan peraturan pemerintah (RPP) dapat memberikan ketentuan khusus ke depannya.
[Gambas:Video CNN]
","Selasa, 05 Nov 2024 18:18 WIB",Kategori tidak ditemukan
Gaji Basuki Melesat dari Rp18 Juta ke Rp172 Juta Usai Jadi Kepala OIKN,"Presiden Prabowo Subianto resmi melantik Basuki Hadimuljono sebagai Kepala Otorita Ibu Kota Nusantara (OIKN) di Istana Negara, Jakarta, Selasa (5/11).
Pengangkatan Basuki, yang sebelumnya menjabat sebagai Pelaksana Tugas (Plt) Kepala Otorita IKN sejak Juni 2024, dilakukan berdasarkan Keputusan Presiden (Keppres) Nomor 151/P tahun 2024 yang ditekan pada 4 November.
Basuki menggantikan Bambang Susantono, Kepala Otorita IKN periode 2022-2027, yang mengundurkan diri.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Dengan pelantikan ini, berapa besaran gaji yang akan diterima Basuki Hadimuljono saat menjabat sebagai kepala OIKN?

Basuki Hadimuljono kini menerima gaji sebesar Rp172,7 juta per bulan sejak menjabat sebagai Kepala Otorita Ibu Kota Nusantara (OIKN), naik signifikan dari penghasilannya sebagai Menteri Pekerjaan Umum dan Perumahan Rakyat (PUPR), yang berada di angka Rp18,6 juta per bulan.
Kenaikan gaji ini berdasarkan Peraturan Presiden (Perpres) Nomor 13 Tahun 2023 tentang Hak Keuangan dan Fasilitas Lainnya bagi Kepala dan Wakil Kepala Otorita IKN.
Beleid tersebut diteken oleh Presiden Joko Widodo (Jokowi) pada Januari 2023 dan mengatur besaran gaji dan fasilitas bagi pimpinan OIKN sejak tanggal pelantikan.
Rincian gaji Kepala OIKN dalam lampiran perpres ini menunjukkan komponen penghasilan yang cukup besar.


Basuki menerima gaji pokok sebesar Rp5,04 juta, tunjangan melekat sebesar Rp648 ribu, tunjangan jabatan Rp13,6 juta, dan tunjangan kinerja mencapai Rp153,42 juta. Jika dijumlahkan total gaji mencapai Rp172,7 juta per bulan.
Selain itu, Kepala OIKN juga mendapatkan fasilitas dana operasional senilai Rp178 juta per bulan, menambah tunjangan yang disesuaikan dengan tanggung jawab besar yang diemban.
Tak hanya itu, kepala OIKN juga memperoleh berbagai fasilitas, termasuk kendaraan dinas, rumah jabatan, dan asuransi kesehatan yang ditanggung negara.

Sebelum menduduki posisi ini, sebagai menteri PUPR, Basuki menerima gaji yang diatur berdasarkan PP Nomor 60 Tahun 2000 tentang Hak Keuangan/Administratif Menteri Negara.
Besaran gaji menteri tersebut terdiri dari gaji pokok Rp5,04 juta dan tunjangan jabatan Rp13,6 juta, sehingga totalnya sekitar Rp18,6 juta per bulan, belum termasuk tunjangan operasional yang disesuaikan dengan kemampuan anggaran kementerian.
[Gambas:Video CNN]

","Selasa, 05 Nov 2024 18:12 WIB",Kategori tidak ditemukan
Daftar 10 Pekerjaan dengan Gaji Tertinggi di RI,"Badan Pusat Statistik (BPS) mencatat ada 10 pekerjaan yang memberikan rata-rata gaji tertinggi di Indonesia, salah satunya sektor pertambangan hingga konstruksi.
Berdasarkan data BPS per Agustus, rata-rata upah tertinggi di Indonesia adalah pekerjaan di sektor pertambangan sebesar Rp5,23 juta per bulan, lalu disusul kategori aktivitas keuangan dan asuransi sebesar Rp5,08 juta per bulan.
Sedangkan, upah terendah adalah buruh di sektor aktivitas jasa lainnya sebesar Rp1,74 juta per bulan, dan pertanian yang hanya memberikan rata-rata upah sebesar Rp2,24 juta per bulan.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Secara umum, rata-rata upah buruh per Agustus 2024 sebesar Rp3,27 juta per bulan. Angka ini naik 2,81 persen dari sebelumnya Rp3,18 juta per bulan pada Agustus 2023.

""Kalau kita bandingkan antara Agustus 2024 terhadap Agustus 2023, ini terjadi kenaikan upah buruh sebesar 2,81 persen,"" ujar Plt. Kepala BPS Amalia Adininggar Widyasanti dalam konferensi pers, Selasa (5/11).
Berikut daftar 10 pekerjaan yang memberikan upah tertinggi di Indonesia:
1. Pertambangan Rp5,23 juta per bulan2. Aktivitas Keuangan dan Asuransi Rp5,08 juta per bulan3. Informasi dan Komunikasi Rp4,98 juta per bulan4. Pengadaan Listrik dan Gas Rp4,83 juta per bulan5. Real Estate Rp4,30 juta per bulan

6. Administrasi Pemerintahan Rp4,16 juta per bulan7. Aktivitas Profesional dan Perusahaan Rp4,14 juta per bulan8. Pengangkutan Rp3,98 juta per bulan9. Aktivitas Kesehatan Rp3,80 juta per bulan10. Konstruksi Rp3,29 juta per bulan.
[Gambas:Video CNN]","Selasa, 05 Nov 2024 17:58 WIB",Kategori tidak ditemukan
Indonesia Bakal Impor 1 Juta Sapi Perah Buat Makan Bergizi Gratis,"Kementerian Pertanian (Kementan) mengungkapkan Indonesia perlu mengimpor 1 juta ekor sapi perah untuk kebutuhan susu program Makan Bergizi Gratis dan kebutuhan susu regular. Jumlah itu merupakan akumulasi impor sapi pada 2025 -2029.
Hal itu diketahui dari paparan Menteri Pertanian Amran Sulaiman dalam rapat kerja dengan Komisi IV DPR, Selasa (5/11).
""Impor 1 juta ekor (2025-2029). Pelaksana: perusahaan swasta 55 perusahaan,"" demikian bunyi paparan Amran.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Dalam paparan tersebut juga dijelaskan impor dilakukan untuk memenuhi kebutuhan 8,5 juta ton susu pada 2029.

Jumlah itu terbagi atas kebutuhan susu reguler sebanyak 4,9 juta ton dan kebutuhan untuk program Makan Bergizi Gratis sebanyak 3,6 juta ton.
""Sumber (impor): Australia, Brazil, New Zealand, Amerika Serikat, dan Meksiko,"" bunyi paparan Amran.
Amran sebelumnya menegaskan pemerintah sedang berupaya meningkatkan produksi dan produktivitas ternak sapi, agar nantinya dapat memenuhi kebutuhan pangan untuk program pemerintahan selanjutnya, termasuk Makan Bergizi Gratis.
Ia pun mengatakan Indonesia bercita-cita menjadi pemasok pangan global pada 2033. Karenanya, peningkatan produksi pangan menjadi sangat penting. Dengan begitu impor pangan yang sempat meningkat karena fenomena El Nino bisa ditekan.

Ia pun telah melaporkan ke Presiden Prabowo Subianto bahwa ada pengusaha Vietnam berinvestasi peternakan sapi perah di Indonesia.
""Yang kedua, ada investor dari Vietnam untuk sapi perah,"" kata Amran di Istana Kepresidenan Jakarta, Kamis (31/10).
Amran menyebut Kementan akan mengawal agar proses investasi itu berjalan dengan mudah. Kendati, Amran masih enggan membocorkan nilai total dari rencana investasi tersebut.
""Nanti kami sampaikan,"" imbuhnya.
[Gambas:Video CNN]
","Selasa, 05 Nov 2024 17:45 WIB",Kategori tidak ditemukan
Luhut Akan Gelar Rapat Dewan Ekonomi Sikapi Pemenang Pilpres AS,"Ketua Dewan Ekonomi Nasional (DEN) Luhut Binsar Pandjaitan akan menggelar rapat untuk menyikapi hasil pemilihan presiden Amerika Serikat (Pilpres AS) yang digelar hari ini.
Luhut mengatakan rapat digelar setelah pemungutan suara di AS dilakukan. Ia berkata kemungkinan rapat tersebut digelar hari ini.
""Ya ada nanti. Nanti sore lah, nanti siang selesai laporan,"" kata Luhut di Istana Kepresidenan Jakarta, Selasa (5/11).
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Terpisah, Wakil Ketua DEN Mari Elka Pangestu berkata pihaknya sudah membuat analisis berkaitan dengan Pilpres AS. Analisis itu menyangkut kebijakan ekonomi Indonesia pascapilpres AS.

Mari Elka mengaku belum bisa membeberkan hasil analisis itu ke publik. DEN hendak melaporkan analisis itu ke Presiden Prabowo Subianto.
""Dalam tujuan bagaimana sebaik mungkin Indonesia mengantisipasi hasilnya, kita sudah membuat analisa dan akan kita sampaikan ke presiden,"" ujar Mari Elka.
Pilpres AS akan dilaksanakan hari ini. Dua calon presiden berhadapan memperebutkan kursi tertinggi di pemerintahan Amerika Serikat.
Partai Demokrat diwakili calon presiden yang juga wakil presiden saat ini, Kamala Harrris. Sementara itu, Partai Republik diwakili calon presiden yang juga mantan presiden AS Donald Trump.
[Gambas:Video CNN]
","Selasa, 05 Nov 2024 17:20 WIB",Kategori tidak ditemukan
Basuki Sebut Jokowi Ingin Sering Berkunjung ke IKN Pasca Lengser,"Kepala Otorita Ibu Kota Nusantara (OIKN) Basuki Hadimuljono menyebut Presiden ke-7 Joko Widodo masih berkeinginan untuk kerap berkunjung ke Ibu Kota Nusantara (IKN) Kalimantan Timur meski sudah tak jadi RI-1 lagi.
""Terakhir beliau waktu saya komunikasi dengan beliau dua hari yang lalu, saya bilang, 'pak bapak enggak ke sana [IKN], 'oh iya,"" kata Basuki di Istana Kepresidenan Jakarta, Selasa (5/11).
Namun Basuki masih belum bisa mengkonfirmasi atau membeberkan detil jadwal Jokowi berkunjung ke megaproyek di Kalimantan Timur itu.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Di sisi lain Basuki menyebut ia juga masih akan berdiskusi sesekali dengan Jokowi untuk membahas keberlanjutan IKN.

""Nanti kita lihat jadwalnya. Tapi beliau memang ingin lebih sering ke sana,"" ujarnya.
Jokowi sebelumnya juga mengaku bakal rutin berkunjung ke IKN meski telah purnatugas dari jabatannya sebagai Presiden per 20 Oktober 2024.
Jokowi pun berharap ke depan Istana Negara yang ia resmikan sebelum lengser akan menjadi tempat untuk acara-acara kenegaraan.
Jokowi pun memamerkan dari segi kualitas bangunan, Istana Negara di IKN menurutnya sudah bagus. Sementara Istana Garuda masih dalam tahap penyelesaian dan ditargetkan rampung keseluruhan pada November 2024.
[Gambas:Video CNN]
","Selasa, 05 Nov 2024 17:13 WIB",Kategori tidak ditemukan
Amran Janji Mundur dari Mentan Jika Gagal Berantas Mafia Impor Pangan,"Andi Amran Sulaiman berjanji akan mengundurkan diri dari kursi menteri pertanian (mentan) jika gagal memberantas mafia impor pangan.
""Mafia impor insyaAllah kalau kami temukan kami bereskan. Kalau aku tidak bisa bereskan, aku mundur,"" katanya dalam rapat kerja dengan Komisi IV, Selasa (5/11).
Amran mengatakan ia juga menindak tegas pegawai Kementerian Pertanian (Kementan) yang bermain curang. Ia pun memecat sejumlah bawahannya yang terbukti menerima suap proyek Rp10 miliar.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
""Kami panggil, ini buktinya kamu ambil yang kurang lebih Rp10 miliar,"" katanya.

Amran sebelumnya juga mencopot seorang pejabat Eselon II Kementan yang terbukti terlibat praktik korupsi.
Langkah ini diambil sebagai upaya menegakkan integritas dan transparansi di sektor pertanian, sejalan dengan arahan Presiden Prabowo Subianto untuk memberantas korupsi di seluruh jajaran pemerintahan.
Amran mengungkapkan pencopotan pejabat tersebut dilakukan setelah menerima sejumlah laporan terkait dugaan pelanggaran.
Ia juga menggarisbawahi pentingnya kolaborasi antara Kementerian Pertanian dan media dalam mengawasi praktik-praktik tidak etis di sektor pertanian.

Dalam kasus ini, Amran menjelaskan laporan yang diterimanya mencakup dugaan penerimaan uang sebesar Rp 700 juta, dengan Rp500 juta di antaranya diakui oleh pejabat terkait.
""Berkat informasi nomor kontak pengaduan yang disebarluaskan oleh media, kami menerima lebih dari 100 laporan, meskipun hanya 2 hingga 4 yang dapat dibuktikan,"" ujar Amran.
[Gambas:Video CNN]
","Selasa, 05 Nov 2024 17:00 WIB",Kategori tidak ditemukan
